"nbhd_code"
"31041"
"31040"
"31034"
"31033"
"31032"
"31031"
"31030"
"30071"
"30070"
"29170"
"31021"
"31020"
"31010"
"30100"
"30092"
"30082"
"30080"
"30063"
"30062"
"30061"
"30052"
"30051"
"30050"
"30042"
"29140"
"30060"
"30054"
"30053"
"29180"
"29130"
"30041"
"30040"
"30031"
"30030"
"30022"
"30020"
"30012"
"30011"
"30010"
"29120"
"29110"
"29100"
"29090"
"29084"
"29083"
"29041"
"29082"
"29080"
"29070"
"29033"
"13315"
"29060"
"29050"
"29043"
"29042"
"28032"
"29032"
"29031"
"29022"
"29013"
"28050"
"12190"
"29011"
"28104"
"28103"
"28102"
"28101"
"22030"
"28100"
"28047"
"28046"
"28045"
"12093"
"28099"
"28088"
"28061"
"28043"
"28040"
"28039"
"28037"
"28036"
"28034"
"75021"
"28031"
"28030"
"28022"
"28011"
"27100"
"27090"
"27080"
"27070"
"27060"
"28015"
"28014"
"28013"
"28012"
"27050"
"27041"
"27040"
"27030"
"27020"
"27010"
"26050"
"26040"
"26030"
"26010"
"25082"
"21200"
"25430"
"25420"
"25400"
"25350"
"25320"
"25310"
"25300"
"25280"
"25270"
"25260"
"25250"
"25240"
"25230"
"25220"
"25210"
"22023"
"25200"
"25190"
"25180"
"25160"
"25140"
"22022"
"25132"
"25131"
"25110"
"25102"
"25100"
"25090"
"25072"
"25061"
"25011"
"25052"
"25051"
"25023"
"25021"
"21121"
"25010"
"24160"
"24150"
"24140"
"24103"
"24102"
"24101"
"22010"
"24081"
"24060"
"24052"
"24051"
"24032"
"23080"
"20060"
"24031"
"24023"
"24022"
"24021"
"24013"
"23171"
"23170"
"23150"
"23050"
"23045"
"75010"
"23141"
"23132"
"23120"
"23044"
"23043"
"23042"
"23110"
"23100"
"23041"
"23022"
"74030"
"23094"
"23093"
"23092"
"23091"
"12064"
"23021"
"23011"
"23010"
"22050"
"22180"
"22150"
"22145"
"22143"
"22142"
"22141"
"22140"
"22040"
"11030"
"22130"
"22120"
"22111"
"22110"
"22100"
"22093"
"22031"
"11020"
"22091"
"22087"
"22085"
"22082"
"22080"
"22070"
"22060"
"72323"
"21166"
"21165"
"21162"
"21161"
"21151"
"21133"
"21132"
"21131"
"11010"
"21120"
"21111"
"21102"
"21101"
"19061"
"10022"
"21091"
"21084"
"21082"
"21071"
"21067"
"21065"
"18014"
"21064"
"21062"
"21061"
"21053"
"12091"
"21052"
"21042"
"21041"
"21032"
"21031"
"21022"
"21013"
"21012"
"21011"
"20100"
"20091"
"12088"
"20090"
"20081"
"20080"
"20070"
"72230"
"20050"
"20040"
"20030"
"20020"
"20011"
"20010"
"19100"
"39030"
"19060"
"19050"
"19040"
"19038"
"19011"
"19032"
"19030"
"19025"
"19020"
"13314"
"19010"
"18090"
"18082"
"13312"
"18080"
"18075"
"18070"
"18060"
"18050"
"13310"
"12087"
"18040"
"18035"
"18019"
"18018"
"18030"
"18020"
"18015"
"18013"
"18012"
"18010"
"17220"
"17210"
"17200"
"17140"
"17130"
"18011"
"17120"
"13280"
"13270"
"17112"
"17110"
"17090"
"17080"
"17071"
"17060"
"16100"
"16096"
"17050"
"16095"
"16094"
"16091"
"17043"
"17042"
"17041"
"17020"
"17013"
"17011"
"16085"
"12084"
"16080"
"16070"
"15025"
"16065"
"16062"
"15020"
"15015"
"12065"
"16061"
"16051"
"16030"
"16012"
"13316"
"16011"
"16010"
"15090"
"15085"
"15080"
"15072"
"15071"
"15065"
"15040"
"15030"
"14040"
"14030"
"14020"
"14010"
"13400"
"13345"
"13344"
"13342"
"13341"
"13340"
"13330"
"13320"
"13260"
"13250"
"13240"
"13210"
"13182"
"13180"
"13171"
"12086"
"13170"
"13160"
"13152"
"13151"
"13140"
"12085"
"13130"
"13120"
"13110"
"13100"
"13010"
"13090"
"13080"
"13070"
"13060"
"13050"
"13032"
"13020"
"12191"
"12162"
"12151"
"12101"
"12150"
"12142"
"12141"
"12132"
"12122"
"12121"
"12112"
"12111"
"12082"
"12081"
"12073"
"12072"
"12071"
"12063"
"12061"
"12054"
"12053"
"12052"
"12051"
"12046"
"12044"
"12043"
"12042"
"12041"
"12033"
"12032"
"12031"
"12022"
"12021"
"12010"
"11070"
"11060"
"11050"
"11040"
"10040"
"10031"
"10030"
"10025"
"77150"
"77141"
"10024"
"10023"
"10021"
"10014"
"10012"
"10011"
"38021"
"77170"
"77152"
"77151"
"77132"
"77131"
"77120"
